GENERIC NAME,DrugBank,KEGG,PubChem,Drugs.com
Perflutren,https://www.drugbank.ca/drugs/DB00556,http://www.genome.jp/dbget-bin/www_bget?dr:D01738,https://pubchem.ncbi.nlm.nih.gov/substance/46506030#section=Top,http://www.drugs.com/cdi/perflutren-lipid-microspheres.html
Hydroxyzine,https://www.drugbank.ca/drugs/DB00557,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/46508556#section=Top,http://www.drugs.com/hydroxyzine.html
Zanamivir,https://www.drugbank.ca/drugs/DB00558,http://www.genome.jp/dbget-bin/www_bget?dr:D00902,https://pubchem.ncbi.nlm.nih.gov/substance/46508581#section=Top,http://www.drugs.com/cdi/zanamivir.html
Bosentan,https://www.drugbank.ca/drugs/DB00559,http://www.genome.jp/dbget-bin/www_bget?dr:D01227,https://pubchem.ncbi.nlm.nih.gov/substance/46507154#section=Top,http://www.drugs.com/cdi/bosentan.html
Tigecycline,https://www.drugbank.ca/drugs/DB00560,http://www.genome.jp/dbget-bin/www_bget?dr:D01079,https://pubchem.ncbi.nlm.nih.gov/substance/46509041#section=Top,http://www.drugs.com/cdi/tigecycline.html
Doxapram,https://www.drugbank.ca/drugs/DB00561,http://www.genome.jp/dbget-bin/www_bget?dr:D01872,https://pubchem.ncbi.nlm.nih.gov/substance/46506829#section=Top,http://www.drugs.com/cdi/doxapram.html
Benzthiazide,https://www.drugbank.ca/drugs/DB00562,http://www.genome.jp/dbget-bin/www_bget?dr:D00651,https://pubchem.ncbi.nlm.nih.gov/substance/46506752#section=Top,
Methotrexate,https://www.drugbank.ca/drugs/DB00563,http://www.genome.jp/dbget-bin/www_bget?dr:D00142,https://pubchem.ncbi.nlm.nih.gov/substance/46507678#section=Top,http://www.drugs.com/methotrexate.html
Carbamazepine,https://www.drugbank.ca/drugs/DB00564,http://www.genome.jp/dbget-bin/www_bget?dr:D00252,https://pubchem.ncbi.nlm.nih.gov/substance/46507583#section=Top,http://www.drugs.com/carbamazepine.html
Cisatracurium besylate,https://www.drugbank.ca/drugs/DB00565,http://www.genome.jp/dbget-bin/www_bget?dr:D00759,https://pubchem.ncbi.nlm.nih.gov/substance/46506666#section=Top,http://www.drugs.com/cdi/cisatracurium.html
Succimer,https://www.drugbank.ca/drugs/DB00566,http://www.genome.jp/dbget-bin/www_bget?dr:D00572,https://pubchem.ncbi.nlm.nih.gov/substance/#section=Top,http://www.drugs.com/cdi/succimer.html
Cephalexin,https://www.drugbank.ca/drugs/DB00567,http://www.genome.jp/dbget-bin/www_bget?dr:D00263,https://pubchem.ncbi.nlm.nih.gov/substance/46506749#section=Top,http://www.drugs.com/cephalexin.html
Cinnarizine,https://www.drugbank.ca/drugs/DB00568,http://www.genome.jp/dbget-bin/www_bget?dr:D01295,https://pubchem.ncbi.nlm.nih.gov/substance/46506769#section=Top,
Fondaparinux sodium,https://www.drugbank.ca/drugs/DB00569,http://www.genome.jp/dbget-bin/www_bget?dr:D01844,https://pubchem.ncbi.nlm.nih.gov/substance/46505595#section=Top,http://www.drugs.com/cdi/fondaparinux.html
Vinblastine,https://www.drugbank.ca/drugs/DB00570,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/#section=Top,http://www.drugs.com/cdi/vinblastine.html
Propranolol,https://www.drugbank.ca/drugs/DB00571,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/46505387#section=Top,http://www.drugs.com/propranolol.html
Atropine,https://www.drugbank.ca/drugs/DB00572,http://www.genome.jp/dbget-bin/www_bget?dr:D00113,https://pubchem.ncbi.nlm.nih.gov/substance/46507540#section=Top,http://www.drugs.com/cdi/atropine-drops.html
Fenoprofen,https://www.drugbank.ca/drugs/DB00573,http://www.genome.jp/dbget-bin/www_bget?dr:D00968,https://pubchem.ncbi.nlm.nih.gov/substance/46504597#section=Top,http://www.drugs.com/cdi/fenoprofen.html
Clonidine,https://www.drugbank.ca/drugs/DB00575,http://www.genome.jp/dbget-bin/www_bget?dr:D00281,https://pubchem.ncbi.nlm.nih.gov/substance/46508119#section=Top,http://www.drugs.com/clonidine.html
Sulfamethizole,https://www.drugbank.ca/drugs/DB00576,http://www.genome.jp/dbget-bin/www_bget?dr:D00870,https://pubchem.ncbi.nlm.nih.gov/substance/46508656#section=Top,
Valaciclovir,https://www.drugbank.ca/drugs/DB00577,http://www.genome.jp/dbget-bin/www_bget?dr:D00398,https://pubchem.ncbi.nlm.nih.gov/substance/46508197#section=Top,http://www.drugs.com/valacyclovir.html
Carbenicillin,https://www.drugbank.ca/drugs/DB00578,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/46505653#section=Top,http://www.drugs.com/cdi/carbenicillin-indanyl.html
Mazindol,https://www.drugbank.ca/drugs/DB00579,http://www.genome.jp/dbget-bin/www_bget?dr:D00367,https://pubchem.ncbi.nlm.nih.gov/substance/46509094#section=Top,http://www.drugs.com/mtm/mazindol.html
Lactulose,https://www.drugbank.ca/drugs/DB00581,http://www.genome.jp/dbget-bin/www_bget?dr:D00352,https://pubchem.ncbi.nlm.nih.gov/substance/46506757#section=Top,http://www.drugs.com/cdi/lactulose-crystals.html
Voriconazole,https://www.drugbank.ca/drugs/DB00582,http://www.genome.jp/dbget-bin/www_bget?dr:D00578,https://pubchem.ncbi.nlm.nih.gov/substance/46506421#section=Top,http://www.drugs.com/cdi/voriconazole.html
L-Carnitine,https://www.drugbank.ca/drugs/DB00583,http://www.genome.jp/dbget-bin/www_bget?dr:D02176,https://pubchem.ncbi.nlm.nih.gov/substance/46505864#section=Top,
Enalapril,https://www.drugbank.ca/drugs/DB00584,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/46507920#section=Top,http://www.drugs.com/enalapril.html
Nizatidine,https://www.drugbank.ca/drugs/DB00585,http://www.genome.jp/dbget-bin/www_bget?dr:D00440,https://pubchem.ncbi.nlm.nih.gov/substance/#section=Top,http://www.drugs.com/cdi/nizatidine.html
Diclofenac,https://www.drugbank.ca/drugs/DB00586,http://www.genome.jp/dbget-bin/www_bget?dr:D07816,https://pubchem.ncbi.nlm.nih.gov/substance/46504644#section=Top,http://www.drugs.com/cdi/diclofenac-drops.html
Cinalukast,https://www.drugbank.ca/drugs/DB00587,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/46505799#section=Top,
Fluticasone propionate,https://www.drugbank.ca/drugs/DB00588,http://www.genome.jp/dbget-bin/www_bget?dr:D01708,https://pubchem.ncbi.nlm.nih.gov/substance/46506140#section=Top,http://www.drugs.com/cdi/fluticasone-furoate-spray.html
Lisuride,https://www.drugbank.ca/drugs/DB00589,http://www.genome.jp/dbget-bin/www_bget?dr:D08132,https://pubchem.ncbi.nlm.nih.gov/substance/46505557#section=Top,
Doxazosin,https://www.drugbank.ca/drugs/DB00590,http://www.genome.jp/dbget-bin/www_bget?dr:D07874,https://pubchem.ncbi.nlm.nih.gov/substance/46506825#section=Top,http://www.drugs.com/doxazosin.html
Fluocinolone Acetonide,https://www.drugbank.ca/drugs/DB00591,http://www.genome.jp/dbget-bin/www_bget?dr:D01825,https://pubchem.ncbi.nlm.nih.gov/substance/46506244#section=Top,http://www.drugs.com/cdi/fluocinolone-acetonide-implant.html
Piperazine,https://www.drugbank.ca/drugs/DB00592,http://www.genome.jp/dbget-bin/www_bget?dr:D00807,https://pubchem.ncbi.nlm.nih.gov/substance/46507642#section=Top,http://www.drugs.com/cons/piperazine.html
Ethosuximide,https://www.drugbank.ca/drugs/DB00593,http://www.genome.jp/dbget-bin/www_bget?dr:D00539,https://pubchem.ncbi.nlm.nih.gov/substance/46507617#section=Top,http://www.drugs.com/cdi/ethosuximide.html
Amiloride,https://www.drugbank.ca/drugs/DB00594,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/46508156#section=Top,http://www.drugs.com/cdi/amiloride.html
Oxytetracycline,https://www.drugbank.ca/drugs/DB00595,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/46507025#section=Top,
Ulobetasol,https://www.drugbank.ca/drugs/DB00596,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/#section=Top,http://www.drugs.com/cdi/halobetasol-cream.html
Gadoteridol,https://www.drugbank.ca/drugs/DB00597,http://www.genome.jp/dbget-bin/www_bget?dr:D01137,https://pubchem.ncbi.nlm.nih.gov/substance/46505738#section=Top,
Labetalol,https://www.drugbank.ca/drugs/DB00598,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/46505511#section=Top,http://www.drugs.com/cdi/labetalol.html
Thiopental,https://www.drugbank.ca/drugs/DB00599,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/46504621#section=Top,http://www.drugs.com/cdi/thiopental.html
Monobenzone,https://www.drugbank.ca/drugs/DB00600,http://www.genome.jp/dbget-bin/www_bget?dr:D05072,https://pubchem.ncbi.nlm.nih.gov/substance/46507466#section=Top,http://www.drugs.com/mtm/monobenzone-topical.html
Linezolid,https://www.drugbank.ca/drugs/DB00601,http://www.genome.jp/dbget-bin/www_bget?dr:D00947,https://pubchem.ncbi.nlm.nih.gov/substance/46504452#section=Top,http://www.drugs.com/cdi/linezolid.html
Ivermectin,https://www.drugbank.ca/drugs/DB00602,http://www.genome.jp/dbget-bin/www_bget?dr:D00804,https://pubchem.ncbi.nlm.nih.gov/substance/46506810#section=Top,http://www.drugs.com/cdi/ivermectin.html
Medroxyprogesterone acetate,https://www.drugbank.ca/drugs/DB00603,http://www.genome.jp/dbget-bin/www_bget?dr:D00951,https://pubchem.ncbi.nlm.nih.gov/substance/46508895#section=Top,http://www.drugs.com/medroxyprogesterone.html
Cisapride,https://www.drugbank.ca/drugs/DB00604,http://www.genome.jp/dbget-bin/www_bget?dr:D00274,https://pubchem.ncbi.nlm.nih.gov/substance/46504980#section=Top,http://www.drugs.com/mtm/cisapride.html
Sulindac,https://www.drugbank.ca/drugs/DB00605,http://www.genome.jp/dbget-bin/www_bget?dr:D00120,https://pubchem.ncbi.nlm.nih.gov/substance/46506570#section=Top,http://www.drugs.com/cdi/sulindac.html
Cyclothiazide,https://www.drugbank.ca/drugs/DB00606,http://www.genome.jp/dbget-bin/www_bget?dr:D01256,https://pubchem.ncbi.nlm.nih.gov/substance/46508269#section=Top,
Nafcillin,https://www.drugbank.ca/drugs/DB00607,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/46508100#section=Top,http://www.drugs.com/cdi/nafcillin.html
Chloroquine,https://www.drugbank.ca/drugs/DB00608,http://www.genome.jp/dbget-bin/www_bget?dr:D02366,https://pubchem.ncbi.nlm.nih.gov/substance/#section=Top,http://www.drugs.com/cdi/chloroquine.html
Ethionamide,https://www.drugbank.ca/drugs/DB00609,http://www.genome.jp/dbget-bin/www_bget?dr:D00591,https://pubchem.ncbi.nlm.nih.gov/substance/46506077#section=Top,http://www.drugs.com/cdi/ethionamide.html
Metaraminol,https://www.drugbank.ca/drugs/DB00610,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/46505593#section=Top,
Butorphanol,https://www.drugbank.ca/drugs/DB00611,http://www.genome.jp/dbget-bin/www_bget?dr:D00837,https://pubchem.ncbi.nlm.nih.gov/substance/46507553#section=Top,http://www.drugs.com/cdi/butorphanol-solution.html
Bisoprolol,https://www.drugbank.ca/drugs/DB00612,http://www.genome.jp/dbget-bin/www_bget?dr:D02342,https://pubchem.ncbi.nlm.nih.gov/substance/46508844#section=Top,http://www.drugs.com/bisoprolol.html
Amodiaquine,https://www.drugbank.ca/drugs/DB00613,http://www.genome.jp/dbget-bin/www_bget?dr:D02922,https://pubchem.ncbi.nlm.nih.gov/substance/46506940#section=Top,
Furazolidone,https://www.drugbank.ca/drugs/DB00614,http://www.genome.jp/dbget-bin/www_bget?dr:D00830,https://pubchem.ncbi.nlm.nih.gov/substance/46507291#section=Top,http://www.drugs.com/cons/furazolidone.html
Rifabutin,https://www.drugbank.ca/drugs/DB00615,http://www.genome.jp/dbget-bin/www_bget?dr:D00424,https://pubchem.ncbi.nlm.nih.gov/substance/46506468#section=Top,http://www.drugs.com/cdi/rifabutin.html
Paramethadione,https://www.drugbank.ca/drugs/DB00617,http://www.genome.jp/dbget-bin/www_bget?dr:D00495,https://pubchem.ncbi.nlm.nih.gov/substance/46509173#section=Top,http://www.drugs.com/mtm/paramethadione.html
Demeclocycline,https://www.drugbank.ca/drugs/DB00618,http://www.genome.jp/dbget-bin/www_bget?dr:D00290,https://pubchem.ncbi.nlm.nih.gov/substance/46506314#section=Top,http://www.drugs.com/cdi/demeclocycline.html
Imatinib,https://www.drugbank.ca/drugs/DB00619,http://www.genome.jp/dbget-bin/www_bget?dr:D01441,https://pubchem.ncbi.nlm.nih.gov/substance/46505055#section=Top,http://www.drugs.com/cdi/imatinib.html
Triamcinolone,https://www.drugbank.ca/drugs/DB00620,http://www.genome.jp/dbget-bin/www_bget?dr:D00385,https://pubchem.ncbi.nlm.nih.gov/substance/46507950#section=Top,http://www.drugs.com/cdi/triamcinolone-spray.html
Oxandrolone,https://www.drugbank.ca/drugs/DB00621,http://www.genome.jp/dbget-bin/www_bget?dr:D00462,https://pubchem.ncbi.nlm.nih.gov/substance/46509027#section=Top,http://www.drugs.com/cdi/oxandrolone.html
Nicardipine,https://www.drugbank.ca/drugs/DB00622,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/46504482#section=Top,http://www.drugs.com/cdi/nicardipine.html
Fluphenazine,https://www.drugbank.ca/drugs/DB00623,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/46506645#section=Top,http://www.drugs.com/cdi/fluphenazine.html
Testosterone,https://www.drugbank.ca/drugs/DB00624,http://www.genome.jp/dbget-bin/www_bget?dr:D00075,https://pubchem.ncbi.nlm.nih.gov/substance/46505691#section=Top,
Efavirenz,https://www.drugbank.ca/drugs/DB00625,http://www.genome.jp/dbget-bin/www_bget?dr:D00896,https://pubchem.ncbi.nlm.nih.gov/substance/46506827#section=Top,http://www.drugs.com/cdi/efavirenz.html
Niacin,https://www.drugbank.ca/drugs/DB00627,http://www.genome.jp/dbget-bin/www_bget?dr:D00049,https://pubchem.ncbi.nlm.nih.gov/substance/46507508#section=Top,http://www.drugs.com/niacin.html
Clorazepate,https://www.drugbank.ca/drugs/DB00628,http://www.genome.jp/dbget-bin/www_bget?dr:D00694,https://pubchem.ncbi.nlm.nih.gov/substance/46506595#section=Top,http://www.drugs.com/cdi/clorazepate.html
Guanabenz,https://www.drugbank.ca/drugs/DB00629,http://www.genome.jp/dbget-bin/www_bget?dr:D04375,https://pubchem.ncbi.nlm.nih.gov/substance/46505200#section=Top,http://www.drugs.com/cdi/guanabenz.html
Alendronic acid,https://www.drugbank.ca/drugs/DB00630,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/46507199#section=Top,http://www.drugs.com/cdi/alendronate.html
Clofarabine,https://www.drugbank.ca/drugs/DB00631,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/46504968#section=Top,http://www.drugs.com/cdi/clofarabine.html
Docosanol,https://www.drugbank.ca/drugs/DB00632,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/46508049#section=Top,http://www.drugs.com/cdi/docosanol.html
Dexmedetomidine,https://www.drugbank.ca/drugs/DB00633,http://www.genome.jp/dbget-bin/www_bget?dr:D00514,https://pubchem.ncbi.nlm.nih.gov/substance/46507406#section=Top,
Sulfacetamide,https://www.drugbank.ca/drugs/DB00634,http://www.genome.jp/dbget-bin/www_bget?dr:D05947,https://pubchem.ncbi.nlm.nih.gov/substance/46504544#section=Top,http://www.drugs.com/cdi/sulfacetamide-drops.html
Prednisone,https://www.drugbank.ca/drugs/DB00635,http://www.genome.jp/dbget-bin/www_bget?dr:D00473,https://pubchem.ncbi.nlm.nih.gov/substance/#section=Top,http://www.drugs.com/prednisone.html
Clofibrate,https://www.drugbank.ca/drugs/DB00636,http://www.genome.jp/dbget-bin/www_bget?dr:D00279,https://pubchem.ncbi.nlm.nih.gov/substance/46504748#section=Top,http://www.drugs.com/mtm/clofibrate.html
Astemizole,https://www.drugbank.ca/drugs/DB00637,http://www.genome.jp/dbget-bin/www_bget?dr:D00234,https://pubchem.ncbi.nlm.nih.gov/substance/46508569#section=Top,http://www.drugs.com/mtm/astemizole.html
Butoconazole,https://www.drugbank.ca/drugs/DB00639,http://www.genome.jp/dbget-bin/www_bget?dr:D00880,https://pubchem.ncbi.nlm.nih.gov/substance/46508016#section=Top,http://www.drugs.com/cdi/butoconazole-cream.html
Adenosine,https://www.drugbank.ca/drugs/DB00640,http://www.genome.jp/dbget-bin/www_bget?dr:D00045,https://pubchem.ncbi.nlm.nih.gov/substance/46508728#section=Top,http://www.drugs.com/cdi/adenosine.html
Simvastatin,https://www.drugbank.ca/drugs/DB00641,http://www.genome.jp/dbget-bin/www_bget?dr:D00434,https://pubchem.ncbi.nlm.nih.gov/substance/#section=Top,http://www.drugs.com/simvastatin.html
Pemetrexed,https://www.drugbank.ca/drugs/DB00642,http://www.genome.jp/dbget-bin/www_bget?dr:D07472,https://pubchem.ncbi.nlm.nih.gov/substance/#section=Top,http://www.drugs.com/cdi/pemetrexed.html
Mebendazole,https://www.drugbank.ca/drugs/DB00643,http://www.genome.jp/dbget-bin/www_bget?dr:D00368,https://pubchem.ncbi.nlm.nih.gov/substance/46508807#section=Top,http://www.drugs.com/cdi/mebendazole.html
Gonadorelin,https://www.drugbank.ca/drugs/DB00644,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/46506144#section=Top,http://www.drugs.com/cdi/gonadorelin.html
Dyclonine,https://www.drugbank.ca/drugs/DB00645,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/46506697#section=Top,http://www.drugs.com/cdi/dyclonine-lozenges.html
Nystatin,https://www.drugbank.ca/drugs/DB00646,http://www.genome.jp/dbget-bin/www_bget?dr:D00202,https://pubchem.ncbi.nlm.nih.gov/substance/46504780#section=Top,http://www.drugs.com/cdi/nystatin.html
Dextropropoxyphene,https://www.drugbank.ca/drugs/DB00647,http://www.genome.jp/dbget-bin/www_bget?dr:D07809,https://pubchem.ncbi.nlm.nih.gov/substance/#section=Top,http://www.drugs.com/propoxyphene.html
Mitotane,https://www.drugbank.ca/drugs/DB00648,http://www.genome.jp/dbget-bin/www_bget?dr:D00420,https://pubchem.ncbi.nlm.nih.gov/substance/46508319#section=Top,http://www.drugs.com/cdi/mitotane.html
Stavudine,https://www.drugbank.ca/drugs/DB00649,http://www.genome.jp/dbget-bin/www_bget?dr:D00445,https://pubchem.ncbi.nlm.nih.gov/substance/46506943#section=Top,http://www.drugs.com/cdi/stavudine.html
Leucovorin,https://www.drugbank.ca/drugs/DB00650,http://www.genome.jp/dbget-bin/www_bget?dr:D07986,https://pubchem.ncbi.nlm.nih.gov/substance/#section=Top,http://www.drugs.com/cdi/leucovorin.html
Dyphylline,https://www.drugbank.ca/drugs/DB00651,http://www.genome.jp/dbget-bin/www_bget?dr:D00691,https://pubchem.ncbi.nlm.nih.gov/substance/46504443#section=Top,http://www.drugs.com/cdi/dyphylline.html
Pentazocine,https://www.drugbank.ca/drugs/DB00652,http://www.genome.jp/dbget-bin/www_bget?dr:D00498,https://pubchem.ncbi.nlm.nih.gov/substance/46506363#section=Top,http://www.drugs.com/cdi/pentazocine.html
Latanoprost,https://www.drugbank.ca/drugs/DB00654,http://www.genome.jp/dbget-bin/www_bget?dr:D00356,https://pubchem.ncbi.nlm.nih.gov/substance/46506279#section=Top,http://www.drugs.com/cdi/latanoprost-drops.html
Estrone,https://www.drugbank.ca/drugs/DB00655,http://www.genome.jp/dbget-bin/www_bget?dr:D00067,https://pubchem.ncbi.nlm.nih.gov/substance/46505916#section=Top,
Trazodone,https://www.drugbank.ca/drugs/DB00656,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/46506648#section=Top,http://www.drugs.com/trazodone.html
Mecamylamine,https://www.drugbank.ca/drugs/DB00657,http://www.genome.jp/dbget-bin/www_bget?dr: ,https://pubchem.ncbi.nlm.nih.gov/substance/46508607#section=Top,http://www.drugs.com/cdi/mecamylamine.html
Sevelamer,https://www.drugbank.ca/drugs/DB00658,http://www.genome.jp/dbget-bin/www_bget?dr:D01983,https://pubchem.ncbi.nlm.nih.gov/substance/46505951#section=Top,http://www.drugs.com/cdi/sevelamer.html
Acamprosate,https://www.drugbank.ca/drugs/DB00659,http://www.genome.jp/dbget-bin/www_bget?dr:D02780,https://pubchem.ncbi.nlm.nih.gov/substance/46506657#section=Top,http://www.drugs.com/cdi/acamprosate.html
Metaxalone,https://www.drugbank.ca/drugs/DB00660,http://www.genome.jp/dbget-bin/www_bget?dr:D00773,https://pubchem.ncbi.nlm.nih.gov/substance/46506253#section=Top,http://www.drugs.com/cdi/metaxalone.html
Verapamil,https://www.drugbank.ca/drugs/DB00661,http://www.genome.jp/dbget-bin/www_bget?dr:D02356,https://pubchem.ncbi.nlm.nih.gov/substance/46508158#section=Top,http://www.drugs.com/verapamil.html
